state,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Washington,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Large
Oregon,Extended,Undergraduate,Employed,F,Urban,Married,Special Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,L3,Offer3,Web,Sports,Medsize
Oregon,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer2,Call Center,Luxury,Medsize
Oregon,Basic,Postgraduate,Employed,M,Suburban,Married,Corporate Auto,L2,Offer3,Web,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Sports,Large
Arizona,Premium,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer4,Branch,Sports,Medsize
California,Basic,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Agent,Sports,Small
Oregon,Extended,Postgraduate,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer1,Web,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Divorced,Corporate Auto,L3,Offer2,Web,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,L2,Offer1,Branch,Luxury,Large
Oregon,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,L2,Offer1,Web,Sports,Small
Oregon,Basic,Postgraduate,Employed,F,Rural,Married,Corporate Auto,L3,Offer3,Call Center,Sports,Medsize
California,Premium,Undergraduate,Unemployed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer3,Agent,Sports,Medsize
Arizona,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer2,Agent,Sports,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L2,Offer3,Branch,Luxury,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Web,Sports,Small
Washington,Premium,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Agent,Luxury,Small
California,Basic,Undergraduate,Employed,M,Urban,Single,Corporate Auto,L2,Offer2,Call Center,Sports,Medsize
Nevada,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L2,Offer2,Branch,Luxury,Medsize
Washington,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Call Center,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Branch,Luxury,Medsize
Washington,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L2,Offer1,Call Center,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Agent,Sports,Small
Nevada,Extended,Postgraduate,Employed,M,Suburban,Married,Special Auto,L2,Offer1,Agent,Sports,Small
Arizona,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Web,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Arizona,Basic,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer4,Call Center,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Luxury,Large
Washington,Basic,Postgraduate,Employed,M,Suburban,Married,Corporate Auto,L2,Offer3,Web,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L2,Offer2,Web,Sports,Small
California,Premium,High School or Below,Employed,F,Rural,Married,Corporate Auto,L1,Offer2,Web,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Rural,Divorced,Corporate Auto,L3,Offer4,Agent,Sports,Small
Oregon,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L1,Offer1,Branch,Luxury,Medsize
California,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L1,Offer1,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer2,Branch,Sports,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer3,Agent,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer4,Web,Sports,Medsize
Oregon,Extended,Postgraduate,Employed,M,Urban,Married,Corporate Auto,L3,Offer3,Agent,Sports,Medsize
California,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,L3,Offer3,Web,Sports,Medsize
California,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Web,Sports,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Web,Sports,Small
California,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L3,Offer2,Call Center,Luxury,Medsize
Arizona,Premium,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer2,Branch,Sports,Small
California,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L2,Offer2,Branch,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer2,Web,Sports,Medsize
California,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Branch,Sports,Medsize
Arizona,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer4,Web,Sports,Medsize
California,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer4,Call Center,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L2,Offer1,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Sports,Small
California,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
California,Premium,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer3,Branch,Luxury,Medsize
California,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
Nevada,Extended,Undergraduate,Employed,M,Suburban,Married,Special Auto,L2,Offer4,Agent,Sports,Medsize
California,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,M,Urban,Married,Corporate Auto,L3,Offer3,Branch,Sports,Large
California,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer1,Branch,Sports,Medsize
California,Premium,Postgraduate,Employed,F,Suburban,Married,Personal Auto,L2,Offer3,Agent,Sports,Medsize
California,Basic,Undergraduate,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,Offer1,Agent,Luxury,Small
California,Extended,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,L2,Offer1,Agent,Luxury,Medsize
Arizona,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L1,Offer2,Agent,Sports,Medsize
Arizona,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer3,Web,Sports,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Call Center,Sports,Small
Oregon,Basic,Postgraduate,Employed,F,Rural,Divorced,Corporate Auto,L3,Offer2,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Large
California,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Agent,Sports,Large
Oregon,Basic,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,L2,Offer1,Web,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L3,Offer4,Branch,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Urban,Single,Personal Auto,L2,Offer1,Agent,Luxury,Small
Washington,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer2,Call Center,Luxury,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer3,Call Center,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Nevada,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
Arizona,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Branch,Sports,Medsize
California,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,L1,Offer2,Call Center,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer4,Call Center,Sports,Medsize
Washington,Basic,Postgraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Web,Luxury,Medsize
Oregon,Premium,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L1,Offer4,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L1,Offer4,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Branch,Luxury,Medsize
Nevada,Extended,Undergraduate,Employed,F,Urban,Married,Corporate Auto,L2,Offer1,Branch,Sports,Small
Washington,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Sports,Medsize
Nevada,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Branch,Sports,Medsize
Washington,Basic,Undergraduate,Employed,M,Urban,Single,Personal Auto,L1,Offer1,Call Center,Luxury,Medsize
California,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
Washington,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
California,Premium,Undergraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Small
Washington,Premium,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,L2,Offer1,Web,Sports,Medsize
Washington,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer1,Agent,Sports,Medsize
Washington,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer2,Call Center,Luxury,Large
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Small
Arizona,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,L1,Offer1,Web,Sports,Medsize
Washington,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Luxury,Small
Washington,Premium,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer1,Agent,Luxury,Medsize
Washington,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,L2,Offer1,Call Center,Luxury,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer3,Branch,Luxury,Small
Arizona,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer4,Branch,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L1,Offer1,Call Center,Luxury,Medsize
Arizona,Extended,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,L3,Offer1,Agent,Luxury,Medsize
Arizona,Premium,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,L2,Offer2,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Branch,Luxury,Small
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Agent,Sports,Large
Washington,Basic,High School or Below,Employed,F,Suburban,Single,Special Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L1,Offer1,Agent,Luxury,Medsize
Nevada,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Luxury,Medsize
California,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L2,Offer3,Branch,Sports,Large
California,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,L2,Offer3,Branch,Sports,Medsize
Oregon,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,L3,Offer3,Web,Sports,Small
California,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,L3,Offer3,Call Center,Luxury,Medsize
California,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Call Center,Sports,Medsize
Nevada,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Luxury,Medsize
Oregon,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,L2,Offer2,Agent,Sports,Large
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
Nevada,Basic,Postgraduate,Employed,F,Urban,Single,Personal Auto,L1,Offer1,Call Center,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L1,Offer1,Call Center,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Web,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Web,Luxury,Medsize
Arizona,Basic,Postgraduate,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Small
California,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,L3,Offer3,Agent,Sports,Small
Nevada,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer4,Branch,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer3,Agent,Sports,Medsize
Oregon,Basic,Postgraduate,Employed,M,Rural,Single,Personal Auto,L3,Offer1,Agent,Sports,Large
Arizona,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Sports,Small
Arizona,Premium,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,L3,Offer2,Agent,Sports,Small
Arizona,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,L1,Offer1,Agent,Luxury,Small
Arizona,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Washington,Basic,High School or Below,Employed,M,Rural,Married,Special Auto,L2,Offer1,Call Center,Sports,Medsize
Washington,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,L3,Offer2,Agent,Sports,Small
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Web,Luxury,Medsize
California,Extended,Postgraduate,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer2,Agent,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,L3,Offer2,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Rural,Single,Personal Auto,L2,Offer2,Web,Sports,Large
Washington,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L2,Offer1,Branch,Luxury,Large
California,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,L3,Offer3,Web,Sports,Small
California,Extended,Undergraduate,Employed,F,Urban,Single,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
California,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer1,Agent,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Branch,Sports,Medsize
California,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Web,Sports,Medsize
Oregon,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L1,Offer2,Agent,Sports,Large
Arizona,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,L2,Offer3,Agent,Sports,Medsize
California,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,L2,Offer2,Branch,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L2,Offer4,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer2,Web,Sports,Medsize
California,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,L2,Offer1,Agent,Luxury,Medsize
Nevada,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Luxury,Small
Arizona,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Sports,Medsize
Nevada,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer2,Call Center,Luxury,Large
California,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Web,Luxury,Medsize
Oregon,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Luxury,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Branch,Sports,Medsize
Arizona,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Luxury,Large
California,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,L3,Offer3,Agent,Sports,Medsize
California,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Agent,Sports,Medsize
Oregon,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Branch,Sports,Large
Oregon,Extended,Postgraduate,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer3,Agent,Luxury,Medsize
Arizona,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Small
California,Basic,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,L3,Offer1,Branch,Sports,Medsize
Oregon,Premium,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L3,Offer2,Call Center,Sports,Medsize
Washington,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,L2,Offer2,Branch,Luxury,Medsize
Nevada,Extended,High School or Below,Employed,M,Rural,Single,Corporate Auto,L1,Offer3,Call Center,Sports,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Sports,Large
Oregon,Basic,High School or Below,Employed,F,Suburban,Single,Special Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,L3,Offer3,Branch,Luxury,Medsize
Oregon,Basic,High School or Below,Employed,F,Suburban,Married,Special Auto,L3,Offer1,Branch,Sports,Medsize
California,Extended,Undergraduate,Employed,F,Suburban,Married,Special Auto,L2,Offer2,Agent,Sports,Small
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Small
Nevada,Basic,High School or Below,Employed,M,Urban,Married,Special Auto,L2,Offer2,Call Center,Sports,Small
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Web,Sports,Small
Oregon,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Branch,Sports,Small
Arizona,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer2,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L2,Offer3,Call Center,Sports,Small
Nevada,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Small
California,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Call Center,Sports,Medsize
Washington,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer3,Branch,Sports,Small
Oregon,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,Offer3,Agent,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Sports,Small
Nevada,Premium,Undergraduate,Employed,M,Rural,Single,Corporate Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Web,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Web,Luxury,Small
Nevada,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L1,Offer4,Agent,Luxury,Medsize
Washington,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Small
California,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
California,Basic,Postgraduate,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Agent,Luxury,Large
Arizona,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Sports,Large
Nevada,Extended,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L2,Offer1,Agent,Sports,Medsize
Washington,Basic,High School or Below,Employed,F,Rural,Married,Special Auto,L2,Offer4,Branch,Sports,Medsize
California,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,L3,Offer1,Call Center,Luxury,Medsize
Arizona,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Branch,Sports,Medsize
California,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,L3,Offer3,Branch,Sports,Small
Oregon,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Call Center,Luxury,Small
Oregon,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L1,Offer2,Call Center,Sports,Medsize
Oregon,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L2,Offer1,Call Center,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Call Center,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,L1,Offer2,Branch,Sports,Small
Nevada,Extended,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Suburban,Single,Corporate Auto,L1,Offer3,Branch,Sports,Small
Arizona,Basic,Postgraduate,Employed,F,Urban,Married,Corporate Auto,L3,Offer2,Branch,Sports,Medsize
Oregon,Premium,Undergraduate,Employed,M,Suburban,Married,Personal Auto,L1,Offer4,Web,Sports,Medsize
Arizona,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,L3,Offer1,Call Center,Luxury,Medsize
Arizona,Premium,Undergraduate,Employed,M,Suburban,Single,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Sports,Small
Oregon,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Branch,Luxury,Small
California,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer1,Call Center,Sports,Small
Oregon,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Large
Oregon,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L1,Offer1,Agent,Sports,Medsize
Nevada,Basic,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,L2,Offer1,Agent,Sports,Small
California,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,Luxury,Medsize
California,Premium,Undergraduate,Employed,M,Rural,Married,Personal Auto,L2,Offer1,Branch,Sports,Medsize
Nevada,Extended,Postgraduate,Employed,M,Urban,Married,Corporate Auto,L2,Offer2,Agent,Luxury,Small
California,Extended,Undergraduate,Unemployed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Web,Luxury,Medsize
Nevada,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer2,Web,Sports,Medsize
Nevada,Basic,Undergraduate,Unemployed,M,Rural,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
Arizona,Extended,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Sports,Medsize
California,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,L3,Offer2,Web,Sports,Large
Oregon,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Sports,Small
Oregon,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,L3,Offer1,Branch,Sports,Medsize
California,Basic,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,L2,Offer2,Web,Sports,Medsize
Oregon,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Branch,Sports,Medsize
Arizona,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,L3,Offer2,Agent,Sports,Medsize
Oregon,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Sports,Large
Oregon,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,L1,Offer4,Agent,Sports,Medsize
California,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,L1,Offer2,Web,Sports,Small
Oregon,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,L2,Offer2,Agent,Sports,Medsize
Nevada,Extended,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer1,Branch,Luxury,Medsize
